group_id,actor_name,aliases,actor_type,country_attribution,targeted_sectors,mitre_description,technique_count,tactic_count,technique_diversity_score,associated_cve_count,avg_cvss_score,max_cvss_score,kev_count,critical_vuln_ratio,kev_ratio,acled_event_count,acled_political_violence_events_total,acled_months_observed,acled_avg_monthly_political_violence_events,acled_max_monthly_political_violence_events,geo_instability_score,conflict_intensity_index,capability_score,opportunity_score,activity_score,composite_risk_score,has_country_attribution,has_targeted_sector,has_cve_mapping
G0080,Cobalt Group,Cobalt Group; GOLD KINGSWOOD; Cobalt Gang; Cobalt Spider,Nonstate CyberCrime,Spain,Emergency Services; Financial Services; Information Technology; Transportation Systems,"[Cobalt Group](https://attack.mitre.org/groups/G0080) is a financially motivated threat group that has primarily targeted financial institutions since at least 2016. The group has conducted intrusions to steal money via targeting ATM systems, card processing, payment systems and SWIFT systems. [Cobalt Group](https://attack.mitre.org/groups/G0080) has mainly targeted banks in Eastern Europe, Central Asia, and Southeast Asia. One of the alleged leaders was arrested in Spain in early 2018, but the group still appears to be active. The group has been known to target organizations in order to use their access to then compromise additional victims.(Citation: Talos Cobalt Group July 2018)(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: PTSecurity Cobalt Dec 2016)(Citation: Group IB Cobalt Aug 2017)(Citation: Proofpoint Cobalt June 2017)(Citation: RiskIQ Cobalt Nov 2017)(Citation: RiskIQ Cobalt Jan 2018) Reporting indicates there may be links between [Cobalt Group](https://attack.mitre.org/groups/G0080) and both the malware [Carbanak](https://attack.mitre.org/software/S0030) and the group [Carbanak](https://attack.mitre.org/groups/G0008).(Citation: Europol Cobalt Mar 2018)",34,9,0.26153846153846155,9,8.411111111111111,10,9,0.2222222222222222,1,217,217,56,3.875,25,0.00072655,0.001310384,0.5938886001386001,0.0009017,0.42000000000000004,0.4231246400409077,1,1,1
G0081,Tropic Trooper,Tropic Trooper; Pirate Panda; KeyBoy,,Hong Kong; Philippines; Taiwan,Government Facilities; Healthcare and Public Health; Transportation Systems,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) is an unaffiliated threat group that has led targeted campaigns against targets in Taiwan, the Philippines, and Hong Kong. [Tropic Trooper](https://attack.mitre.org/groups/G0081) focuses on targeting government, healthcare, transportation, and high-tech industries and has been active since 2011.(Citation: TrendMicro Tropic Trooper Mar 2018)(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper May 2020)",40,10,0.3076923076923077,3,8.133333333333335,8.8,3,0,1,14299,14299,125,114.392,714,0.047875261156050786,0.038683211,0.609927235,0.045117646,0.14,0.35598714668630993,1,1,1
G0082,APT38,APT38; NICKEL GLADSTONE; BeagleBoyz; Bluenoroff; Stardust Chollima; Sapphire Sleet; COPERNICIUM,State,Bangladesh; Chile; North Korea,Commercial Facilities; Financial Services; Transportation Systems,"[APT38](https://attack.mitre.org/groups/G0082) is a North Korean state-sponsored threat group that specializes in financial cyber operations; it has been attributed to the Reconnaissance General Bureau.(Citation: CISA AA20-239A BeagleBoyz August 2020) Active since at least 2014, [APT38](https://attack.mitre.org/groups/G0082) has targeted banks, financial institutions, casinos, cryptocurrency exchanges, SWIFT system endpoints, and ATMs in at least 38 countries worldwide. Significant operations include the 2016 Bank of Bangladesh heist, during which [APT38](https://attack.mitre.org/groups/G0082) stole $81 million, as well as attacks against Bancomext (Citation: FireEye APT38 Oct 2018) and Banco de Chile (Citation: FireEye APT38 Oct 2018); some of their attacks have been destructive.(Citation: CISA AA20-239A BeagleBoyz August 2020)(Citation: FireEye APT38 Oct 2018)(Citation: DOJ North Korea Indictment Feb 2021)(Citation: Kaspersky Lazarus Under The Hood Blog 2017)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",56,12,0.4307692307692308,3,8.8,9.8,2,0.3333333333333333,0.6666666666666666,15101,15101,197,76.65482233502539,334,0.050560481,0.025921871001759668,0.605024255,0.043168898,0.11,0.34414590712103044,1,1,1
G0083,SilverTerrier,SilverTerrier,,Unknown,Critical Manufacturing; Education; Information Technology,"[SilverTerrier](https://attack.mitre.org/groups/G0083) is a Nigerian threat group that has been seen active since 2014. [SilverTerrier](https://attack.mitre.org/groups/G0083) mainly targets organizations in high technology, higher education, and manufacturing.(Citation: Unit42 SilverTerrier 2018)(Citation: Unit42 SilverTerrier 2016)",4,2,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615384615385,0,0,0.007692308,1,1,0
G0084,Gallmaker,Gallmaker,,Unknown,Defense Industrial Base; Government Facilities,"[Gallmaker](https://attack.mitre.org/groups/G0084) is a cyberespionage group that has targeted victims in the Middle East and has been active since at least December 2017. The group has mainly targeted victims in the defense, military, and government sectors.(Citation: Symantec Gallmaker Oct 2018)",6,4,0.046153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023076923076923078,0,0,0.011538461538461539,1,1,0
G0085,FIN4,FIN4,,Unknown,Financial Services; Healthcare and Public Health,"[FIN4](https://attack.mitre.org/groups/G0085) is a financially-motivated threat group that has targeted confidential information related to the public financial market, particularly regarding healthcare and pharmaceutical companies, since at least 2013.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye FIN4 Stealing Insider NOV 2014) [FIN4](https://attack.mitre.org/groups/G0085) is unique in that they do not infect victims with typical persistent malware, but rather they focus on capturing credentials authorized to access email and other non-public correspondence.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye Hacking FIN4 Video Dec 2014)",12,8,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846153846156,0,0,0.023076923076923078,1,1,0
G0087,APT39,APT39; ITG07; Chafer; Remix Kitten,,Iran,Communications; Education; Government Facilities; Healthcare and Public Health,"[APT39](https://attack.mitre.org/groups/G0087) is one of several names for cyber espionage activity conducted by the Iranian Ministry of Intelligence and Security (MOIS) through the front company Rana Intelligence Computing since at least 2014. [APT39](https://attack.mitre.org/groups/G0087) has primarily targeted the travel, hospitality, academic, and telecommunications industries in Iran and across Asia, Africa, Europe, and North America to track individuals and entities considered to be a threat by the MOIS.(Citation: FireEye APT39 Jan 2019)(Citation: Symantec Chafer Dec 2015)(Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020)",53,13,0.4076923076923077,2,9.8,9.8,1,1,0.5,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.5771569646569646,0.016855616863984572,0.063333333,0.3109496057012793,1,1,1
G0088,TEMP.Veles,TEMP.Veles; XENOTIME,,Russia,Critical Manufacturing; Emergency Services; Information Technology,"[TEMP.Veles](https://attack.mitre.org/groups/G0088) is a Russia-based threat group that has targeted critical infrastructure. The group has been observed utilizing [TRITON](https://attack.mitre.org/software/S0609), a malware framework designed to manipulate industrial safety systems.(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)(Citation: FireEye TEMP.Veles JSON April 2019)",0,0,0,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0,0.13245299191085874,0,0.026490598,1,1,0
G0089,The White Company,The White Company,State,Pakistan,Defense Industrial Base; Government Facilities,"[The White Company](https://attack.mitre.org/groups/G0089) is a likely state-sponsored threat actor with advanced capabilities. From 2017 through 2018, the group led an espionage campaign called Operation Shaheen targeting government and military organizations in Pakistan.(Citation: Cylance Shaheen Nov 2018)",7,4,0.053846154,0,0,0,0,0,0,26749,26749,197,135.78172588832487,392,0.089559785,0.045916437813791754,0.026923076923076925,0.076466781,0,0.028754894580904352,1,1,0
G0090,WIRTE,WIRTE; Ashen Lepus,,Israel; Palestine,Defense Industrial Base; Financial Services; Government Facilities; Information Technology; NGO,"[WIRTE](https://attack.mitre.org/groups/G0090) is a cyberespionage actor, believed to be a subgroup of the Hamas-affiliated Gaza Cybergang, that has been active since at least August 2018. [WIRTE](https://attack.mitre.org/groups/G0090) has targeted diplomatic, financial, military, legal, and technology organizations across the Middle East, North Africa, and in Europe to gather intelligence. [WIRTE](https://attack.mitre.org/groups/G0090) has remained persistently active despite the ongoing Israel-Hamas conflict and has expanded their operations to include wiper malware attacks against Israeli targets.(Citation: Lab52 WIRTE Apr 2019)(Citation: Kaspersky WIRTE November 2021)(Citation: Check Point Wirte NOV 2024)(Citation: Palo Alto Ashen Lepus DEC 2025)",26,8,0.2,0,0,0,0,0,0,69066,69066,125,552.528,2098,0.23124363850645524,0.18684485991321584,0.1,0.2179240049284834,0,0.093584801,1,1,0
G0091,Silence,Silence; Whisper Spider,Nonstate CyberCrime,Azerbaijan; Belarus; Kazakhstan; Poland; Russia; Ukraine,Emergency Services; Financial Services,"[Silence](https://attack.mitre.org/groups/G0091) is a financially motivated threat actor targeting financial institutions in different countries. The group was first seen in June 2016. Their main targets reside in Russia, Ukraine, Belarus, Azerbaijan, Poland and Kazakhstan. They compromised various banking systems, including the Russian Central Bank's Automated Workstation Client, ATMs, and card processing.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: SecureList Silence Nov 2017) ",28,12,0.2153846153846154,1,8.8,8.8,0,0,0,298672,298672,101,2957.1485148514853,7824,1,1,0.33066528066528067,1,0.016666666666666666,0.37033264033264035,1,1,1
G0092,TA505,TA505; Hive0065; Spandex Tempest; CHIMBORAZO,Nonstate CyberCrime,Unknown,Information Technology,"[TA505](https://attack.mitre.org/groups/G0092) is a cyber criminal group that has been active since at least 2014. [TA505](https://attack.mitre.org/groups/G0092) is known for frequently changing malware, driving global trends in criminal malware distribution, and ransomware campaigns involving [Clop](https://attack.mitre.org/software/S0611).(Citation: Proofpoint TA505 Sep 2017)(Citation: Proofpoint TA505 June 2018)(Citation: Proofpoint TA505 Jan 2019)(Citation: NCC Group TA505)(Citation: Korean FSI TA505 2020)",34,11,0.26153846153846155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13076923076923078,0,0,0.065384615,1,1,0
G0093,GALLIUM,GALLIUM; Granite Typhoon,State,Afghanistan; Australia; Belgium; Cambodia; China; Malaysia; Mozambique; Philippines; Russia; Vietnam,Communications; Financial Services; Government Facilities,"[GALLIUM](https://attack.mitre.org/groups/G0093) is a cyberespionage group that has been active since at least 2012, primarily targeting telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam. This group is particularly known for launching Operation Soft Cell, a long-term campaign targeting telecommunications providers.(Citation: Cybereason Soft Cell June 2019) Security researchers have identified [GALLIUM](https://attack.mitre.org/groups/G0093) as a likely Chinese state-sponsored group, based in part on tools used and TTPs commonly associated with Chinese threat actors.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)(Citation: Unit 42 PingPull Jun 2022)",31,13,0.23846153846153847,3,8.200000000000001,9.8,1,0.6666666666666666,0.3333333333333333,64698,64698,353,572.5486725663717,1716,0.21661889966250603,0.19361512270719564,0.41033437283437285,0.2097177665759129,0.08,0.27111073973236904,1,1,1
G0094,Kimsuky,Kimsuky; Black Banshee; Velvet Chollima; Emerald Sleet; THALLIUM; APT43; TA427; Springtail; Earth Kumiho; PatheticSlug,State,Japan; North Korea; Russia; South Korea; United States,Critical Manufacturing; Education; Energy; Government Facilities; NGO; Transportation Systems,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a Democratic People's Republic of Korea (DPRK)-based cyber espionage group that has been active since at least 2012. The group initially targeted South Korean government agencies, think tanks, and subject-matter experts in various fields. Its operations expanded to include the United Nations and organizations in the government, education, business services, and manufacturing sectors across the United States, Japan, Russia, and Europe. [Kimsuky](https://attack.mitre.org/groups/G0094) has focused collection on foreign policy and national security issues tied to the Korean Peninsula, nuclear policy, and sanctions. [Kimsuky](https://attack.mitre.org/groups/G0094) operations have overlapped with those of other North Korean state-sponsored cyber espionage actors as a result of ad hoc collaborations or other limited resource sharing.(Citation: EST Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)(Citation: CISA AA20-301A Kimsuky)(Citation: Mandiant APT43 March 2024)(Citation: Proofpoint TA427 April 2024) 

[Kimsuky](https://attack.mitre.org/groups/G0094) was assessed to be responsible for the 2014 Korea Hydro & Nuclear Power Co. compromise; other notable campaigns include Operation STOLEN PENCIL (2018), Operation Kabar Cobra (2019), and Operation Smoke Screen (2019).(Citation: Netscout Stolen Pencil Dec 2018)(Citation: EST Kimsuky SmokeScreen April 2019)(Citation: AhnLab Kimsuky Kabar Cobra Feb 2019) In 2023, [Kimsuky](https://attack.mitre.org/groups/G0094) was observed using commercial large language models (LLMs) to assist with vulnerability research, scripting, social engineering and reconnaissance.(Citation: MSFT-AI)

DPRK threat actor cluster boundaries overlap in open source reporting, with some security researchers consolidating all attributed North Korean state-sponsored cyber activity under [Lazarus Group](https://attack.mitre.org/groups/G0032), rather than tracking operationally distinct subgroups.",130,15,1,6,9.1,10,5,0.5,0.8333333333333334,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.9389076576576577,0.13245299191085874,0.25,0.5709444272110006,1,1,1
G0095,Machete,Machete; APT-C-43; El Machete,,Russia; Venezuela,Communications; Defense Industrial Base; Energy; Government Facilities,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",11,5,0.084615385,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.042307692,0.13245299191085874,0,0.047644444536017905,1,1,0
G0096,APT41,APT41; Wicked Panda; Brass Typhoon; BARIUM,State,China,Commercial Facilities; Communications; Education; Financial Services; Healthcare and Public Health; Information Technology; Transportation Systems,"[APT41](https://attack.mitre.org/groups/G0096) is a threat group that researchers have assessed as Chinese state-sponsored espionage group that also conducts financially-motivated operations. Active since at least 2012, [APT41](https://attack.mitre.org/groups/G0096) has been observed targeting various industries, including but not limited to healthcare, telecom, technology, finance, education, retail and video game industries in 14 countries.(Citation: apt41_mandiant) Notable behaviors include using a wide range of malware and tools to complete mission objectives. [APT41](https://attack.mitre.org/groups/G0096) overlaps at least partially with public reporting on groups including BARIUM and [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: FireEye APT41 Aug 2019)(Citation: Group IB APT 41 June 2021)
",82,15,0.6307692307692307,13,8.625,9.8,9,0.46153846153846156,0.6923076923076923,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.7070003898128898,0.009475277,0.4866666666666667,0.5013952503518834,1,1,1
G0098,BlackTech,BlackTech; Palmerworm,,China; Hong Kong; Japan; Taiwan,Critical Manufacturing; Financial Services; Media,"[BlackTech](https://attack.mitre.org/groups/G0098) is a suspected Chinese cyber espionage group that has primarily targeted organizations in East Asia--particularly Taiwan, Japan, and Hong Kong--and the US since at least 2013. [BlackTech](https://attack.mitre.org/groups/G0098) has used a combination of custom malware, dual-use tools, and living off the land tactics to compromise media, construction, engineering, electronics, and financial company networks.(Citation: TrendMicro BlackTech June 2017)(Citation: Symantec Palmerworm Sep 2020)(Citation: Reuters Taiwan BlackTech August 2020)",14,6,0.1076923076923077,7,9.085714285714287,9.8,6,0.5714285714285714,0.8571428571428571,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.49834422334422335,0.009475277,0.2966666666666667,0.3400671671175502,1,1,1
G0099,APT-C-36,APT-C-36; Blind Eagle; TAG-144; AguilaCiega; APT-Q-98,Nonstate CyberCrime,Colombia; United States,Critical Manufacturing; Energy; Financial Services; Government Facilities,"[APT-C-36](https://attack.mitre.org/groups/G0099) is a suspected South American threat group that has engaged in espionage and financially motivated operations since at least 2018. [APT-C-36](https://attack.mitre.org/groups/G0099) has targeted government institutions and entities in the financial, energy, and professional manufacturing sectors across Colombia and other Latin American countries.(Citation: QiAnXin APT-C-36 Feb2019)(Citation: Kaspersky BlindEagle AUG 2024)(Citation: Check Point Blind Eagle MAR 2025)(Citation: Recorded Future TAG-144 AUG 2025)",38,9,0.2923076923076923,2,7.15,7.8,2,0,1,19712,19712,101,195.16831683168317,304,0.065998821,0.065998821,0.5773193866943866,0.065998821,0.093333333,0.32985945763711677,1,1,1
G0100,Inception,Inception; Inception Framework; Cloud Atlas,,Russia; United States,Government Facilities; Information Technology,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)",22,10,0.16923076923076924,5,8,8.8,5,0,1,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.5373180873180873,0.13245299191085874,0.23333333333333334,0.3651496420412154,1,1,1
G0102,Wizard Spider,Wizard Spider; UNC1878; TEMP.MixMaster; Grim Spider; FIN12; GOLD BLACKBURN; ITG23; Periwinkle Tempest; DEV-0193; Pistachio Tempest; DEV-0237,Nonstate CyberCrime,Russia,Financial Services; Healthcare and Public Health; Information Technology,"[Wizard Spider](https://attack.mitre.org/groups/G0102) is a Russia-based financially motivated threat group originally known for the creation and deployment of [TrickBot](https://attack.mitre.org/software/S0266) since at least 2016. [Wizard Spider](https://attack.mitre.org/groups/G0102) possesses a diverse arsenal of tools and has conducted ransomware campaigns against a variety of organizations, ranging from major corporations to hospitals.(Citation: CrowdStrike Ryuk January 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: CrowdStrike Wizard Spider October 2020)",64,14,0.49230769230769234,4,8.3,9.8,2,0.5,0.5,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.5814579002079002,0.13245299191085874,0.12666666666666665,0.35521954848612186,1,1,1
G0103,Mofang,Mofang,,China; Myanmar,Defense Industrial Base; Government Facilities,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",6,3,0.046153846153846156,0,0,0,0,0,0,67703,67703,197,343.6700507614213,1461,0.2266801039267156,0.11621670302841762,0.023076923076923078,0.1935410836572262,0,0.050246678,1,1,0
G0105,DarkVishnya,DarkVishnya,Nonstate CyberCrime,Unknown,Financial Services,[DarkVishnya](https://attack.mitre.org/groups/G0105) is a financially motivated threat actor targeting financial institutions in Eastern Europe. In 2017-2018 the group attacked at least 8 banks in this region.(Citation: Securelist DarkVishnya Dec 2018),10,8,0.076923077,2,9.2,10,2,0.5,1,0,0,0,0,0,0,0,0.5215696465696466,0,0.093333333,0.28878482328482324,1,1,1
G0106,Rocke,Rocke,Nonstate CyberCrime,China,Financial Services,"[Rocke](https://attack.mitre.org/groups/G0106) is an alleged Chinese-speaking adversary whose primary objective appeared to be cryptojacking, or stealing victim system resources for the purposes of mining cryptocurrency. The name [Rocke](https://attack.mitre.org/groups/G0106) comes from the email address ""rocke@live.cn"" used to create the wallet which held collected cryptocurrency. Researchers have detected overlaps between [Rocke](https://attack.mitre.org/groups/G0106) and the Iron Cybercrime Group, though this attribution has not been confirmed.(Citation: Talos Rocke August 2018)",36,11,0.27692307692307694,4,9.225000000000001,9.8,3,0.75,0.75,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.5597030925155926,0.009475277,0.15666666666666668,0.3287466017032348,1,1,1
G0107,Whitefly,Whitefly,,Singapore,Healthcare and Public Health,"[Whitefly](https://attack.mitre.org/groups/G0107) is a cyber espionage group that has been operating since at least 2017. The group has targeted organizations based mostly in Singapore across a wide variety of sectors, and is primarily interested in stealing large amounts of sensitive information. The group has been linked to an attack against Singapore’s largest public health organization, SingHealth.(Citation: Symantec Whitefly March 2019)",9,6,0.069230769,1,7.8,7.8,0,0,0,0,0,24,0,0,0,0,0.23225051975051975,0,0.016666666666666666,0.12112525987525988,1,1,1
G0108,Blue Mockingbird,Blue Mockingbird,,Unknown,Emergency Services; Financial Services,[Blue Mockingbird](https://attack.mitre.org/groups/G0108) is a cluster of observed activity involving Monero cryptocurrency-mining payloads in dynamic-link library (DLL) form on Windows systems. The earliest observed Blue Mockingbird tools were created in December 2019.(Citation: RedCanary Mockingbird May 2020),22,12,0.16923076923076924,3,9.8,9.8,2,1,0.6666666666666666,0,0,0,0,0,0,0,0.49959286209286213,0,0.11,0.28279643104643104,1,1,1
G0112,Windshift,Windshift; Bahamut,,Unknown,Government Facilities,"[Windshift](https://attack.mitre.org/groups/G0112) is a threat group that has been active since at least 2017, targeting specific individuals for surveillance in government departments and critical infrastructure across the Middle East.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019)",19,7,0.14615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073076923,0,0,0.036538462,1,1,0
G0114,Chimera,Chimera,,China; Taiwan,Critical Manufacturing; Transportation Systems,[Chimera](https://attack.mitre.org/groups/G0114) is a suspected China-based threat group that has been active since at least 2018 targeting the semiconductor industry in Taiwan as well as data from the airline industry.(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021),59,14,0.45384615384615384,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.22692307692307692,0.009475277,0,0.11535659390697693,1,1,0
G0115,GOLD SOUTHFIELD,GOLD SOUTHFIELD; Pinchy Spider,Nonstate CyberCrime,Unknown,Financial Services; Information Technology,"[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2018 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments. By early 2020, [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) started capitalizing on the new trend of stealing data and further extorting the victim to pay for their data to not get publicly leaked.(Citation: Secureworks REvil September 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: Secureworks GOLD SOUTHFIELD)(Citation: CrowdStrike Evolution of Pinchy Spider July 2021)",9,6,0.069230769,4,9.5,10,3,0.75,0.75,0,0,0,0,0,0,0,0.4628248440748441,0,0.15666666666666668,0.27841242203742206,1,1,1
G0117,Fox Kitten,Fox Kitten; UNC757; Parisite; Pioneer Kitten; RUBIDIUM; Lemon Sandstorm,,Australia; Iran,Critical Manufacturing; Defense Industrial Base; Energy; Government Facilities; Healthcare and Public Health; Information Technology,"[Fox Kitten](https://attack.mitre.org/groups/G0117) is threat actor with a suspected nexus to the Iranian government that has been active since at least 2017 against entities in the Middle East, North Africa, Europe, Australia, and North America. [Fox Kitten](https://attack.mitre.org/groups/G0117) has targeted multiple industrial verticals including oil and gas, technology, government, defense, healthcare, manufacturing, and engineering.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: Dragos PARISITE )(Citation: ClearSky Pay2Kitten December 2020)",41,11,0.3153846153846154,7,8.971428571428572,10,4,0.7142857142857143,0.5714285714285714,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.5278660528660528,0.016855616863984572,0.2366666666666667,0.33830414980582335,1,1,1
G0119,Indrik Spider,Indrik Spider; Evil Corp; Manatee Tempest; DEV-0243; UNC2165,Nonstate CyberCrime,Russia,Financial Services; Information Technology,"[Indrik Spider](https://attack.mitre.org/groups/G0119) is a Russia-based cybercriminal group that has been active since at least 2014. [Indrik Spider](https://attack.mitre.org/groups/G0119) initially started with the [Dridex](https://attack.mitre.org/software/S0384) banking Trojan, and then by 2017 they began running ransomware operations using [BitPaymer](https://attack.mitre.org/software/S0570), [WastedLocker](https://attack.mitre.org/software/S0612), and Hades ransomware. Following U.S. sanctions and an indictment in 2019, [Indrik Spider](https://attack.mitre.org/groups/G0119) changed their tactics and diversified their toolset.(Citation: Crowdstrike Indrik November 2018)(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019)",33,15,0.25384615384615383,2,6.35,7.2,1,0,0.5,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.4128183471933472,0.13245299191085874,0.063333333,0.25189977197884533,1,1,1
G0120,Evilnum,Evilnum,Nonstate CyberCrime,Unknown,Financial Services,[Evilnum](https://attack.mitre.org/groups/G0120) is a financially motivated threat group that has been active since at least 2018.(Citation: ESET EvilNum July 2020),11,7,0.084615385,2,9.2,10,2,0.5,1,0,0,0,0,0,0,0,0.5254158004158004,0,0.093333333,0.29070790020790016,1,1,1
G0121,Sidewinder,Sidewinder; T-APT-04; Rattlesnake,,Afghanistan; China; India; Nepal; Pakistan,Defense Industrial Base; Government Facilities,"[Sidewinder](https://attack.mitre.org/groups/G0121) is a suspected Indian threat actor group that has been active since at least 2012. They have been observed targeting government, military, and business entities throughout Asia, primarily focusing on Pakistan, China, Nepal, and Afghanistan.(Citation: ATT Sidewinder January 2021)(Citation: Securelist APT Trends April 2018)(Citation: Cyble Sidewinder September 2020)",30,10,0.23076923076923078,3,7.7,7.8,3,0,1,64698,64698,197,572.5486725663717,1675,0.21661889966250603,0.19361512270719564,0.5604859667359667,0.2097177665759129,0.14,0.3641865366831659,1,1,1
G0122,Silent Librarian,Silent Librarian; TA407; COBALT DICKENS,,Iran,Government Facilities,"[Silent Librarian](https://attack.mitre.org/groups/G0122) is a group that has targeted research and proprietary data at universities, government agencies, and private sector companies worldwide since at least 2013. Members of  [Silent Librarian](https://attack.mitre.org/groups/G0122) are known to have been affiliated with the Iran-based Mabna Institute which has conducted cyber intrusions at the behest of the government of Iran, specifically the Islamic Revolutionary Guard Corps (IRGC).(Citation: DOJ Iran Indictments March 2018)(Citation: Phish Labs Silent Librarian)(Citation: Malwarebytes Silent Librarian October 2020)",13,8,0.1,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.05,0.016855616863984572,0,0.028371123372796916,1,1,0
G0123,Volatile Cedar,Volatile Cedar; Lebanese Cedar,,Unknown,unknown,"[Volatile Cedar](https://attack.mitre.org/groups/G0123) is a Lebanese threat group that has targeted individuals, companies, and institutions worldwide. [Volatile Cedar](https://attack.mitre.org/groups/G0123) has been operating since 2012 and is motivated by political and ideological interests.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021)",5,4,0.038461538461538464,2,9.8,9.8,1,1,0.5,0,0,0,0,0,0,0,0.3925415800415801,0,0.063333333,0.21527079002079003,1,0,1
G0124,Windigo,Windigo,,Unknown,Information Technology,"The [Windigo](https://attack.mitre.org/groups/G0124) group has been operating since at least 2011, compromising thousands of Linux and Unix servers using the [Ebury](https://attack.mitre.org/software/S0377) SSH backdoor to create a spam botnet. Despite law enforcement intervention against the creators, [Windigo](https://attack.mitre.org/groups/G0124) operators continued updating [Ebury](https://attack.mitre.org/software/S0377) through 2019.(Citation: ESET Windigo Mar 2014)(Citation: CERN Windigo June 2019)",7,5,0.053846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026923076923076925,0,0,0.013461538461538462,1,1,0
